date;match_id;team1;team2;map1;map1_score;map2;map2_score;map3;map3_score
29th of november 2012;8894566;natus-vincere;dat;mirage_ce;14:16;;;;
29th of november 2012;8894567;alternate-attax;kerchnet;mirage_ce;16:7;;;;
29th of november 2012;8894568;natus-vincere;kerchnet;dust2_se;16:3;;;;
29th of november 2012;8894569;virtuspro;alternate-attax;mirage_ce;16:8;;;;
29th of november 2012;8894571;cph-wolves;rush3d;mirage_ce;15:15;;;;
29th of november 2012;8894626;nfaculty;wizards;mirage_ce;16:10;;;;
29th of november 2012;8894651;hawks;rush3d;dust2_se;16:13;;;;
1st of december 2012;8895284;nip;znation;train_se;16:4;;;;
1st of december 2012;8895285;esc;buykey;inferno_se;7:16;;;;
1st of december 2012;8895286;nip;brussels-guardians;mirage_ce;16:1;;;;
1st of december 2012;8895287;buykey;znation;mirage_ce;8:16;;;;
1st of december 2012;8895288;esc;brussels-guardians;nuke_se;16:13;;;;
1st of december 2012;8895289;nip;buykey;mirage_ce;16:10;;;;
1st of december 2012;8895290;buykey;brussels-guardians;inferno_se;16:9;;;;
1st of december 2012;8895291;esc;znation;inferno_se;16:9;;;;
1st of december 2012;8895292;znation;brussels-guardians;inferno_se;16:0;;;;
1st of december 2012;8895294;nip;esc;train_se;16:12;;;;
1st of december 2012;8895303;verygames;mydgbnet;nuke_se;12:16;;;;
1st of december 2012;8895304;k1ck;extensive;inferno_se;16:14;;;;
1st of december 2012;8895380;cph-wolves;anexis;dust2_se;13:16;nuke_se;2:16;;
1st of december 2012;8895381;eyes-on-u;dejavue;nuke_se;16:11;dust2_se;12:16;inferno_se;16:14
1st of december 2012;8895537;verygames;dat;nuke_se;16:13;;;;
1st of december 2012;8895538;extensive;mydgbnet;nuke_se;15:15;;;;
1st of december 2012;8895539;k1ck;dat;dust2_se;16:13;;;;
1st of december 2012;8895540;verygames;extensive;inferno_se;16:14;;;;
1st of december 2012;8895541;extensive;dat;nuke_se;16:9;;;;
1st of december 2012;8895544;k1ck;mydgbnet;dust2_se;16:11;;;;
1st of december 2012;8895546;mydgbnet;dat;mirage_ce;16:10;;;;
1st of december 2012;8895547;verygames;k1ck;nuke_se;16:8;;;;
1st of december 2012;8895582;cph-wolves;dejavue;dust2_se;16:10;mirage_ce;19:15;;
1st of december 2012;8895583;anexis;eyes-on-u;Best of 3;2:0;;;;
1st of december 2012;8895641;alternate-attax;red-dead;train_se;16:13;mirage_ce;16:12;;
1st of december 2012;8895644;nfaculty;dotpixels;dust2_se;16:12;mirage_ce;13:16;train_se;16:4
2nd of december 2012;8896008;nip;extensive;inferno_se;16:7;dust2_se;16:8;;
2nd of december 2012;8896009;k1ck;buykey;inferno_se;10:16;dust2_se;16:4;nuke_se;4:16
2nd of december 2012;8896010;verygames;esc;nuke_se;16:11;inferno_se;16:14;;
2nd of december 2012;8896011;znation;mydgbnet;inferno_se;9:16;train_se;16:13;dust2_se;13:16
2nd of december 2012;8896025;lemondogs;hawks;train_se;16:12;;;;
2nd of december 2012;8896140;nip;buykey;Best of 3;2:0;;;;
2nd of december 2012;8896278;verygames;mydgbnet;train_se;16:9;nuke_se;16:7;;
2nd of december 2012;8896419;nip;verygames;nuke_se;16:9;inferno_se;16:11;;
2nd of december 2012;8896439;mydgbnet;buykey;mirage_ce;16:9;nuke_se;16:13;;
2nd of december 2012;8896457;alsen;maxfloplay;mirage_ce;10:16;;;;
2nd of december 2012;8896458;delta;give-it-all;mirage_ce;16:10;;;;
2nd of december 2012;8896460;clan-poland;asperagamers;mirage_ce;13:16;;;;
2nd of december 2012;8896471;nextgaming;fr34kshow;inferno_se;3:16;;;;
2nd of december 2012;8896512;alternate-attax;3dmax;inferno_se;3:16;;;;
3rd of december 2012;8896799;redzone;gamedde;inferno_se;4:16;;;;
3rd of december 2012;8896806;cph-wolves;hawks;dust2_se;3:16;;;;
3rd of december 2012;8896898;natus-vincere;alternate-attax;mirage_ce;16:7;;;;
4th of december 2012;8896944;lemondogs;logix;inferno_se;16:3;;;;
4th of december 2012;8896946;nfaculty;alternate-attax;dust2_se;16:11;;;;
4th of december 2012;8896947;mousesports;fnatic;nuke_se;16:11;;;;
3rd of december 2012;8896963;hawks;smbu;train_se;16:8;;;;
4th of december 2012;8897187;natus-vincere;cph-wolves;mirage_ce;9:16;;;;
4th of december 2012;8897189;virtuspro;imaginary;dust2_se;16:6;;;;
4th of december 2012;8897197;mydgbnet;cplay;inferno_se;16:11;;;;
6th of december 2012;8897257;esc;natus-vincere;train_se;16:8;;;;
5th of december 2012;8897450;k1ck;swissrage;inferno_se;1:16;;;;
6th of december 2012;8897467;fm-esports;gamedde;dust2_se;16:9;;;;
8th of december 2012;8897884;alternate-attax;gamedde;mirage_ce;16:10;train_se;11:16;nuke_se;16:9
8th of december 2012;8897885;mousesports;nfaculty;train_se;10:16;nuke_se;8:16;;
6th of december 2012;8897900;esc;dat;nuke_se;16:5;;;;
6th of december 2012;8897901;dat;hawks;dust2_se;4:16;;;;
6th of december 2012;8897902;hawks;virtuspro;dust2_se;11:16;;;;
6th of december 2012;8897903;esc;znation;train_se;0:1;;;;
6th of december 2012;8897905;natus-vincere;mousesports;dust2_se;9:16;;;;
6th of december 2012;8897906;hawks;znation;train_se;10:16;;;;
6th of december 2012;8897907;mousesports;alternate-attax;inferno_se;16:7;;;;
6th of december 2012;8897908;rush3d;mousesports;dust2_se;7:16;;;;
6th of december 2012;8897909;rush3d;imaginary;inferno_se;3:16;;;;
6th of december 2012;8897910;alternate-attax;imaginary;dust2_se;0:1;;;;
6th of december 2012;8897911;imaginary;cph-wolves;mirage_ce;16:5;;;;
9th of december 2012;8898181;imaginary;kerchnet;dust2_se;1:0;;;;
8th of december 2012;8898318;nip;curse;nuke_se;16:6;;;;
8th of december 2012;8898319;gosu;cph-wolves;mirage_ce;7:16;;;;
8th of december 2012;8898321;nip;cph-wolves;nuke_se;16:7;;;;
8th of december 2012;8898322;curse;gosu;inferno_se;11:16;;;;
8th of december 2012;8898323;nip;gosu;dust2_se;16:11;;;;
8th of december 2012;8898324;cph-wolves;curse;nuke_se;8:16;;;;
8th of december 2012;8898325;lemondogs;absolute-legends;mirage_ce;16:12;;;;
8th of december 2012;8898327;anexis;western-wolves;dust2_se;16:13;;;;
8th of december 2012;8898329;lemondogs;western-wolves;inferno_se;16:5;;;;
8th of december 2012;8898330;absolute-legends;anexis;nuke_se;14:16;;;;
8th of december 2012;8898331;lemondogs;anexis;inferno_se;3:16;;;;
8th of december 2012;8898332;western-wolves;absolute-legends;dust2_se;16:14;;;;
8th of december 2012;8899022;nfaculty;alternate-attax;train_se;14:16;dust2_se;5:16;;
8th of december 2012;8899023;mousesports;gamedde;nuke_se;14:16;mirage_ce;16:5;train_se;16:11
9th of december 2012;8899111;nip;lemondogs;Best of 3;2:0;;;;
9th of december 2012;8899112;anexis;curse;dust2_se;5:16;nuke_se;11:16;;
9th of december 2012;8899467;nip;curse;nuke_se;16:13;dust2_se;16:10;;
9th of december 2012;8899468;anexis;lemondogs;nuke_se;14:16;mirage_ce;4:16;;
9th of december 2012;8899483;millenium;dat;inferno_se;1:0;;;;
10th of december 2012;8899605;cph-wolves;znation;dust2_se;0:1;;;;
10th of december 2012;8899608;fnatic;alternate-attax;dust2_se;16:14;;;;
10th of december 2012;8899610;gamedde;logix;inferno_se;16:6;;;;
11th of december 2012;8899611;nfaculty;mousesports;nuke_se;7:16;;;;
10th of december 2012;8900044;nip;esc;mirage_ce;16:1;;;;
11th of december 2012;8900425;mousesports;fm-esports;mirage_ce;12:16;;;;
11th of december 2012;8900478;lemondogs;fm-esports;nuke_se;16:13;;;;
11th of december 2012;8900519;nip;curse;mirage_ce;19:15;;;;
11th of december 2012;8900557;nfaculty;gamedde;inferno_se;16:9;;;;
11th of december 2012;8900609;lemondogs;mousesports;mirage_ce;16:2;;;;
12th of december 2012;8900729;fnatic;esc;mirage_ce;9:16;;;;
12th of december 2012;8900732;verygames;anexis;mirage_ce;16:9;;;;
13th of december 2012;8900734;fnatic;nfaculty;nuke_se;16:14;;;;
13th of december 2012;8901352;mousesports;fnatic;mirage_ce;4:16;;;;
13th of december 2012;8901389;lemondogs;fnatic;mirage_ce;16:10;;;;
14th of december 2012;8901647;nip;lowlandlions;nuke_se;16:9;;;;
14th of december 2012;8901648;anexis;esc;inferno_se;4:16;;;;
15th of december 2012;8901649;3dmax;eyes-on-u;mirage_ce;16:5;;;;
15th of december 2012;8901650;fm-esports;absolute-legends;dust2_se;5:16;;;;
14th of december 2012;8901682;cplay;maxfloplay;mirage_ce;16:12;;;;
14th of december 2012;8901683;nip;maxfloplay;nuke_se;16:3;;;;
14th of december 2012;8901684;cplay;lowlandlions;mirage_ce;16:12;;;;
14th of december 2012;8901685;anexis;crg;mirage_ce;16:7;;;;
14th of december 2012;8901686;esc;logix;nuke_se;16:6;;;;
14th of december 2012;8901687;nip;cplay;nuke_se;16:3;;;;
14th of december 2012;8901688;maxfloplay;lowlandlions;mirage_ce;16:14;;;;
14th of december 2012;8901689;anexis;logix;inferno_se;16:5;;;;
14th of december 2012;8901691;esc;crg;nuke_se;16:4;;;;
14th of december 2012;8901693;logix;crg;inferno_se;16:13;;;;
15th of december 2012;8901881;gamedde;serverforge;nuke_se;16:3;;;;
15th of december 2012;8901882;at-gaming;neverplay;inferno_se;16:10;;;;
15th of december 2012;8901943;3dmax;serverforge;mirage_ce;16:11;;;;
15th of december 2012;8901944;eyes-on-u;gamedde;inferno_se;13:16;;;;
15th of december 2012;8901945;absolute-legends;neverplay;nuke_se;16:2;;;;
15th of december 2012;8901946;fm-esports;at-gaming;inferno_se;16:10;;;;
15th of december 2012;8901949;3dmax;gamedde;mirage_ce;16:5;;;;
15th of december 2012;8901950;eyes-on-u;serverforge;nuke_se;16:9;;;;
15th of december 2012;8901952;absolute-legends;at-gaming;dust2_se;16:5;;;;
15th of december 2012;8901953;fm-esports;neverplay;dust2_se;16:8;;;;
15th of december 2012;8902064;cplay;logix;nuke_se;16:4;;;;
15th of december 2012;8902065;anexis;maxfloplay;nuke_se;10:16;;;;
15th of december 2012;8902088;fm-esports;eyes-on-u;inferno_se;19:15;;;;
15th of december 2012;8902089;gamedde;at-gaming;nuke_se;16:10;;;;
15th of december 2012;8902149;nip;absolute-legends;nuke_se;16:2;;;;
15th of december 2012;8902150;gamedde;maxfloplay;mirage_ce;9:16;;;;
15th of december 2012;8902154;esc;3dmax;nuke_se;16:2;;;;
15th of december 2012;8902155;cplay;fm-esports;inferno_se;16:13;;;;
15th of december 2012;8902197;nip;gamedde;nuke_se;16:5;;;;
15th of december 2012;8902198;absolute-legends;maxfloplay;mirage_ce;16:13;;;;
15th of december 2012;8902200;nip;maxfloplay;nuke_se;16:4;;;;
15th of december 2012;8902202;absolute-legends;gamedde;dust2_se;9:16;;;;
15th of december 2012;8902228;esc;fm-esports;train_se;16:5;;;;
15th of december 2012;8902229;cplay;3dmax;mirage_ce;10:16;;;;
15th of december 2012;8902232;esc;cplay;inferno_se;15:15;;;;
15th of december 2012;8902233;fm-esports;3dmax;dust2_se;16:13;;;;
15th of december 2012;8902428;maxfloplay;fm-esports;dust2_se;8:16;;;;
15th of december 2012;8902429;cplay;gamedde;inferno_se;16:4;;;;
15th of december 2012;8902520;esc;fm-esports;inferno_se;16:7;train_se;16:12;;
15th of december 2012;8902532;nip;cplay;Best of 3;2:0;;;;
16th of december 2012;8902617;nip;esc;Best of 3;2:0;;;;
16th of december 2012;8902622;fm-esports;cplay;nuke_se;16:13;dust2_se;16:14;;
16th of december 2012;8902889;ases;fmsapphire;nuke_se;16:6;;;;
16th of december 2012;8902899;k1ck;ases;Best of 3;2:1;;;;
18th of december 2012;8903146;anexis;nfaculty;mirage_ce;12:16;;;;
17th of december 2012;8903226;esc;team-from-korea;inferno_se;16:7;train_se;16:6;;
17th of december 2012;8903235;curse;mousespaz;mirage_ce;16:3;;;;
17th of december 2012;8903236;monomaniac;rareform;mirage_ce;16:10;;;;
17th of december 2012;8903237;quantic;sour-patch-kids;mirage_ce;19:16;;;;
17th of december 2012;8903246;eternity-gaming;bigger;mirage_ce;14:16;;;;
17th of december 2012;8903249;epz;punchline;inferno_se;16:8;;;;
17th of december 2012;8903250;at-gaming;avenue-esports;mirage_ce;0:1;;;;
19th of december 2012;8903442;fnatic;curse;mirage_ce;9:16;;;;
20th of december 2012;8903443;ases;fm-esports;mirage_ce;4:16;;;;
17th of december 2012;8903538;mydgbnet;gamedde;inferno_se;6:16;train_se;10:16;;
18th of december 2012;8903551;nfaculty;absolute-legends;mirage_ce;5:16;;;;
17th of december 2012;8903593;alternate-attax;eternity-gaming;mirage_ce;16:13;;;;
17th of december 2012;8903594;epz;avenue-esports;inferno_se;16:5;;;;
17th of december 2012;8903595;mydgbnet;bigger;mirage_ce;16:3;;;;
18th of december 2012;8903642;alternate-attax;avenue-esports;dust2_se;1:0;;;;
18th of december 2012;8903650;bigger;punchline;inferno_se;16:2;;;;
18th of december 2012;8903651;mydgbnet;epz;train_se;16:14;;;;
19th of december 2012;8904049;wizards;fr34kshow;nuke_se;8:16;dust2_se;19:17;mirage_ce;16:13
20th of december 2012;8904052;nfaculty;redzone;dust2_se;16:9;train_se;16:4;;
18th of december 2012;8904082;alternate-attax;bigger;dust2_se;16:10;;;;
19th of december 2012;8904126;alternate-attax;epz;dust2_se;16:7;;;;
20th of december 2012;8904373;virtuspro;znation;inferno_se;16:10;dust2_se;16:10;;
20th of december 2012;8904374;esc;imaginary;inferno_se;16:1;nuke_se;16:13;;
19th of december 2012;8904579;mydgbnet;alternate-attax;nuke_se;16:9;;;;
22nd of december 2012;8904787;maxfloplay;3dmax;mirage_ce;18:21;nuke_se;5:16;;
21st of december 2012;8905043;imaginary;znation;dust2_se;19:17;inferno_se;16:7;;
21st of december 2012;8905046;esc;virtuspro;nuke_se;16:5;mirage_ce;14:16;inferno_se;25:23
22nd of december 2012;8905663;imaginary;virtuspro;dust2_se;16:10;mirage_ce;7:16;inferno_se;8:16
23rd of december 2012;8906047;esc;virtuspro;mirage_ce;16:7;nuke_se;16:6;;
27th of december 2012;8908592;lowlandlions;lowlandlions-16;dust2_se;19:16;nuke_se;16:7;;
30th of december 2012;8908997;k1ck;3dmax;nuke_se;13:16;inferno_se;7:16;;
7th of january 2013;8911269;virtuspro;mousesports;mirage_ce;16:8;;;;
6th of january 2013;8911273;nfaculty;imaginary;nuke_se;13:16;inferno_se;3:16;;
6th of january 2013;8911274;extensive;gamedde;inferno_se;16:8;nuke_se;16:10;;
7th of january 2013;8911276;nip;wizards;mirage_ce;16:4;inferno_se;16:5;;
8th of january 2013;8911278;absolute-legends;virtuspro;mirage_ce;10:16;;;;
8th of january 2013;8911293;nip;ases;dust_se;16:7;;;;
13th of january 2013;8912465;fnatic;anexis;dust_se;19:16;;;;
9th of january 2013;8912730;esc;mousesports;dust_se;16:9;;;;
8th of january 2013;8912879;fnatic;anexis;nuke_se;14:16;;;;
8th of january 2013;8912883;cplay;poppers;mirage_ce;16:7;;;;
8th of january 2013;8912884;3dmax;poppers;mirage_ce;15:15;;;;
8th of january 2013;8912885;fnatic;dodgy;nuke_se;16:2;;;;
8th of january 2013;8912889;anexis;tricked;inferno_se;16:12;;;;
8th of january 2013;8912891;fnatic;3dmax;mirage_ce;16:3;;;;
8th of january 2013;8912892;anexis;dejavue;dust2_se;16:7;;;;
10th of january 2013;8912897;anexis;curse;dust_se;10:16;;;;
10th of january 2013;8912899;verygames;virtuspro;dust_se;16:9;;;;
10th of january 2013;8912910;quantic;high-rollers-gaming;dust_se;16:6;;;;
9th of january 2013;8912998;mousesports;absolute-legends;dust_se;6:16;;;;
9th of january 2013;8912999;esc;ases;dust_se;16:8;;;;
10th of january 2013;8913118;dynamic;frost-gaming;dust_se;16:4;;;;
10th of january 2013;8913288;curse;nfaculty;dust_se;12:16;;;;
10th of january 2013;8913429;imaginary;3dmax;mirage_ce;13:16;inferno_se;16:14;dust2_se;16:13
11th of january 2013;8913430;curse;frost-gaming;dust_se;16:8;;;;
11th of january 2013;8913431;dynamic;we-are-lions;dust_se;11:16;;;;
11th of january 2013;8913432;denial;rareform;dust_se;16:11;;;;
13th of january 2013;8913462;verygames;fnatic;dust_se;16:8;;;;
13th of january 2013;8913463;nip;fm-esports;dust_se;1:0;;;;
14th of january 2013;8913464;nfaculty;virtuspro;dust_se;11:16;;;;
13th of january 2013;8913650;nip;extensive;mirage_ce;16:3;nuke_se;16:2;;
14th of january 2013;8913692;quantic;mousespaz;dust_se;16:10;;;;
12th of january 2013;8914200;curse;team-refuse;nuke_se;9:16;dust2_se;16:12;mirage_ce;16:14
12th of january 2013;8914256;curse;fr34kshow;dust2_se;8:16;nuke_se;16:6;mirage_ce;16:5
12th of january 2013;8914260;menace;nerds-gone-wild;nuke_se;14:16;inferno_se;7:16;;
12th of january 2013;8914310;curse;nerds-gone-wild;dust2_se;16:12;nuke_se;11:16;mirage_ce;16:9
14th of january 2013;8914656;rareform;we-are-lions;dust_se;11:16;;;;
14th of january 2013;8914657;high-rollers-gaming;monomaniac;dust_se;15:19;;;;
15th of january 2013;8914674;nip;virtuspro;mill_ce;16:10;;;;
16th of january 2013;8914752;esc;absolute-legends;mill_ce;16:5;;;;
17th of january 2013;8915074;curse;ases;mill_ce;11:16;;;;
14th of january 2013;8915076;nip;duttdutt;mirage_ce;19:16;;;;
15th of january 2013;8915092;cplay;hastalavista;inferno_se;16:5;;;;
15th of january 2013;8915095;anexis;cplay;nuke_se;16:5;;;;
17th of january 2013;8915171;nip;anexis;mill_ce;16:9;;;;
17th of january 2013;8915344;virtuspro;fm-esports;mill_ce;16:13;;;;
16th of january 2013;8915385;fnatic;mousesports;mill_ce;16:9;;;;
16th of january 2013;8915386;esc;nfaculty;mill_ce;16:9;;;;
17th of january 2013;8915391;fm-esports;absolute-legends;dust_se;6:16;;;;
17th of january 2013;8915392;quantic;quack-pack;mill_ce;16:7;;;;
17th of january 2013;8915519;curse;we-are-lions;mill_ce;14:16;;;;
17th of january 2013;8915716;verygames;mousesports;mill_ce;16:2;;;;
16th of january 2013;8915725;fr34kshow;eternity-gaming;mirage_ce;16:6;inferno_se;2:16;nuke_se;14:16
17th of january 2013;8915739;frost-gaming;sour-patch-kids;mill_ce;16:13;;;;
18th of january 2013;8915908;mousespaz;rareform;mill_ce;16:10;;;;
18th of january 2013;8915909;monomaniac;denial;mill_ce;13:16;;;;
18th of january 2013;8915910;quantic;frost-gaming;mill_ce;16:7;;;;
20th of january 2013;8916123;fnatic;nfaculty;mill_ce;6:16;;;;
20th of january 2013;8916124;verygames;curse;mill_ce;16:8;;;;
20th of january 2013;8916125;absolute-legends;ases;mill_ce;1:0;;;;
20th of january 2013;8916128;esc;maxfloplay;mirage_ce;16:4;nuke_se;16:9;;
20th of january 2013;8916129;mydgbnet;alsen;mirage_ce;7:16;nuke_se;16:7;train_se;16:3
20th of january 2013;8917005;cursnamic;crucial-connexion;nuke_se;16:2;;;;
20th of january 2013;8917006;monomaniac;frost-gaming;nuke_se;6:16;;;;
20th of january 2013;8917194;maxfloplay;alsen;dust2_se;16:4;inferno_se;19:17;;
20th of january 2013;8917195;esc;mydgbnet;nuke_se;16:9;train_se;16:11;;
20th of january 2013;8917217;cursnamic;frost-gaming;inferno_se;19:15;;;;
20th of january 2013;8917218;monomaniac;crucial-connexion;inferno_se;9:16;;;;
20th of january 2013;8917232;frost-gaming;crucial-connexion;nuke_se;16:3;;;;
20th of january 2013;8917246;anexis;logix;nuke_se;16:7;inferno_se;16:3;;
20th of january 2013;8917274;cursnamic;frost-gaming;inferno_se;9:16;mirage_ce;16:2;nuke_se;16:3
21st of january 2013;8917287;absolute-legends;curse;train_se;16:7;;;;
21st of january 2013;8917288;mousesports;nfaculty;train_se;12:16;;;;
24th of january 2013;8917404;esc;virtuspro;train_se;21:25;;;;
24th of january 2013;8917575;nip;imaginary;nuke_se;16:5;dust2_se;16:9;;
24th of january 2013;8917634;virtuspro;anexis;train_se;16:4;;;;
23rd of january 2013;8917645;nip;absolute-legends;train_se;16:9;;;;
23rd of january 2013;8917646;ases;mousesports;train_se;7:16;;;;
23rd of january 2013;8917651;dynamic;high-rollers-gaming;mill_ce;16:4;;;;
23rd of january 2013;8917654;curse;monomaniac;mill_ce;16:13;;;;
23rd of january 2013;8917655;dynamic;denial;mill_ce;16:4;;;;
22nd of january 2013;8917789;anexis;poppers;dust2_se;15:15;;;;
22nd of january 2013;8917791;anexis;lucidez;nuke_se;16:5;;;;
22nd of january 2013;8917792;fnatic;lucidez;nuke_se;8:16;;;;
22nd of january 2013;8917793;fnatic;tricked;nuke_se;16:1;;;;
22nd of january 2013;8917794;fnatic;cplay;dust2_se;16:7;;;;
22nd of january 2013;8917795;fnatic;dejavue;nuke_se;16:4;;;;
22nd of january 2013;8917798;eyes-on-u;poppers;train_se;16:5;;;;
22nd of january 2013;8917799;eyes-on-u;hastalavista;train_se;16:6;;;;
22nd of january 2013;8917800;poppers;hastalavista;nuke_se;16:12;;;;
22nd of january 2013;8917801;cplay;eyes-on-u;nuke_se;4:16;;;;
23rd of january 2013;8918064;monomaniac;we-are-lions;train_se;16:11;;;;
24th of january 2013;8918069;nip;fnatic;train_se;16:3;;;;
24th of january 2013;8918070;verygames;nfaculty;train_se;17:19;;;;
24th of january 2013;8918071;anexis;ases;train_se;16:1;;;;
23rd of january 2013;8918192;3dmax;extensive;mirage_ce;16:14;nuke_se;16:9;;
23rd of january 2013;8918194;alternate-attax;alternate-fe;dust2_se;16:1;mirage_ce;16:3;;
25th of january 2013;8918672;denial;sour-patch-kids;train_se;16:2;;;;
25th of january 2013;8918673;frost-gaming;mousespaz;train_se;13:16;;;;
27th of january 2013;8918697;verygames;fm-esports;train_se;16:3;;;;
29th of january 2013;8918749;nip;anexis;nuke_se;16:2;;;;
27th of january 2013;8918750;natus-vincere;lemondogs;mirage_ce;5:16;;;;
28th of january 2013;8918751;verygames;fnatic;train_se;16:6;;;;
28th of january 2013;8918752;virtuspro;mousesports;train_se;4:16;;;;
